rt,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,subject,stimulus,task,correct,subtask,slider_start,accent,high_IC,accent_chosen,high_IC_chosen,question_order
780, ,html-keyboard-response,10,45400,0.0-9.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,<p>Correct!</p> Press the space bar to continue.,,,,,,,,,
7179,1,audio-button-response,11,52753,0.0-10.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,fc_accents_54_4.mp3,soundcheck,true,,,,,,,
27956, ,html-keyboard-response,12,80712,0.0-11.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,<p>Correct!</p> Press the space bar to continue.,,,,,,,,,
12758, ,html-keyboard-response,13,93471,0.0-12.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"If you got <b>less than 2/3</b> of the previous soundcheck questions correct, <b>we unfortunately cannot use your data or pay you</b>. Please exit the experiment now.
    
    <p>If you got <b>more than 2/3</b> correct, press the space bar to continue</p>.",,,,,,,,,
7964, ,html-keyboard-response,14,101437,0.0-13.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"<p>Please listen carefully to the following set of melodies. 
      You will occassionally be asked some basic questions about some of the melodies to check your attention level. </p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
7765, ,html-keyboard-response,15,109204,0.0-14.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"<p>The attention questions vary in difficulty, but you must get at least some questions correct for us to pay you.</p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
1397, ,html-keyboard-response,16,110603,0.0-15.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"
    This part of the experiment should take <b>15-20 minutes</b>. 
    <p><b>Press the space bar to begin.</b></p>",,,,,,,,,
null,null,audio-keyboard-response,17,134162,0.0-16.0-0.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_22.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,18,157818,0.0-16.0-1.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_43.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,19,181255,0.0-16.0-2.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_42.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,20,204689,0.0-16.0-3.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_2.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,21,228051,0.0-16.0-4.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_16.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,22,251478,0.0-16.0-5.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_35.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,23,275062,0.0-16.0-6.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_24.mp3""]",exposure,,exp_noresponse,,,,,,
13040,1,audio-button-response,24,288421,0.0-16.0-7.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,attn_length_hard_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,25,311838,0.0-16.0-8.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_20.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,26,335367,0.0-16.0-9.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_27.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,27,358810,0.0-16.0-10.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_23.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,28,382424,0.0-16.0-11.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_44.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,29,405436,0.0-16.0-12.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_22.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,30,429093,0.0-16.0-13.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_18.mp3""]",exposure,,exp_noresponse,,,,,,
684709,1,audio-button-response,31,1114676,0.0-16.0-14.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,attn_length_easy_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,32,1137690,0.0-16.0-15.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_22.mp3""]",exposure,,exp_noresponse,,,,,,
350629,0,audio-button-response,33,1492458,0.0-16.0-16.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,attn_length_easy_1.mp3,exposure,false,attncheck,,,,,,
null,null,audio-keyboard-response,34,1515470,0.0-16.0-17.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_27.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,35,1539017,0.0-16.0-18.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_6.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,36,1562485,0.0-16.0-19.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_14.mp3""]",exposure,,exp_noresponse,,,,,,
605192,2,audio-slider-response,37,2167865,0.0-16.0-20.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""grammatical_5.mp3""]",exposure,,exp_liking,4,,,,,
null,null,audio-keyboard-response,38,2191388,0.0-16.0-21.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_1.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,39,2214393,0.0-16.0-22.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_23.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,40,2237407,0.0-16.0-23.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_24.mp3""]",exposure,,exp_noresponse,,,,,,
689080,2,audio-slider-response,41,2936183,0.0-16.0-24.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""grammatical_5.mp3""]",exposure,,exp_liking,4,,,,,
null,null,audio-keyboard-response,42,2959750,0.0-16.0-25.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_25.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,43,2982763,0.0-16.0-26.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_25.mp3""]",exposure,,exp_noresponse,,,,,,
14611,2,audio-slider-response,44,2997550,0.0-16.0-27.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""grammatical_2.mp3""]",exposure,,exp_liking,4,,,,,
null,null,audio-keyboard-response,45,3021113,0.0-16.0-28.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_30.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,46,3044126,0.0-16.0-29.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_42.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,47,3067130,0.0-16.0-30.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_22.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,48,3090143,0.0-16.0-31.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_23.mp3""]",exposure,,exp_noresponse,,,,,,
null,null,audio-keyboard-response,49,3113694,0.0-16.0-32.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_26.mp3""]",exposure,,exp_noresponse,,,,,,
1466661,1,audio-button-response,50,4617883,0.0-16.0-33.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,attn_length_easy_1.mp3,exposure,true,attncheck,,,,,,
null,null,audio-keyboard-response,51,4640896,0.0-16.0-34.0,17,tonic Bb4,2024-06-01 12:02:17,d6d641a8381b51745ea9a774607a039e,195.89.182.86,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-GB,en-US;q=0.9,en;q=0.8",87o3mz,"[""exposure_4s_2.mp3""]",exposure,,exp_noresponse,,,,,,
