,rt,response,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,referer,accept_language,subject,stimulus,task,correct,subtask,slider_start,accent,high_IC,accent_chosen,high_IC_chosen,question_order
10,1344.0, ,html-keyboard-response,10,69609,0.0-9.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,<p>Correct!</p> Press the space bar to continue.,,,,,,,,,
11,5880.0,1,audio-button-response,11,75567,0.0-10.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,fc_accents_54_4.mp3,soundcheck,True,,,,,,,
12,1142.0, ,html-keyboard-response,12,76709,0.0-11.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,<p>Correct!</p> Press the space bar to continue.,,,,,,,,,
13,9138.0, ,html-keyboard-response,13,85848,0.0-12.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"If you got <b>less than 2/3</b> of the previous soundcheck questions correct, <b>we unfortunately cannot use your data or pay you</b>. Please exit the experiment now.
    
    <p>If you got <b>more than 2/3</b> correct, press the space bar to continue</p>.",,,,,,,,,
14,7988.0, ,html-keyboard-response,14,93838,0.0-13.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"<p>Please listen carefully to the following set of melodies. 
      You will occassionally be asked some basic questions about some of the melodies to check your attention level. </p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
15,6409.0, ,html-keyboard-response,15,100247,0.0-14.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"<p>The attention questions vary in difficulty, but you must get at least some questions correct for us to pay you.</p>
    <p><b>Press the space bar to continue.</b></p>",,,,,,,,,
16,2030.0, ,html-keyboard-response,16,102278,0.0-15.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"
    This part of the experiment should take <b>15-20 minutes</b>. 
    <p><b>Press the space bar to begin.</b></p>",,,,,,,,,
17,,,audio-keyboard-response,17,125601,0.0-16.0-0.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_8.mp3""]",exposure,,exp_noresponse,,,,,,
18,,,audio-keyboard-response,18,148913,0.0-16.0-1.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_16.mp3""]",exposure,,exp_noresponse,,,,,,
19,,,audio-keyboard-response,19,172067,0.0-16.0-2.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_3.mp3""]",exposure,,exp_noresponse,,,,,,
20,,,audio-keyboard-response,20,195227,0.0-16.0-3.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_23.mp3""]",exposure,,exp_noresponse,,,,,,
21,1952.0, ,audio-keyboard-response,21,218533,0.0-16.0-4.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_44.mp3""]",exposure,,exp_noresponse,,,,,,
22,,,audio-keyboard-response,22,241961,0.0-16.0-5.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_2.mp3""]",exposure,,exp_noresponse,,,,,,
23,11971.0,1,audio-button-response,23,254235,0.0-16.0-6.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,attn_length_hard_1.mp3,exposure,True,attncheck,,,,,,
24,,,audio-keyboard-response,24,277419,0.0-16.0-7.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_25.mp3""]",exposure,,exp_noresponse,,,,,,
25,,,audio-keyboard-response,25,300743,0.0-16.0-8.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_9.mp3""]",exposure,,exp_noresponse,,,,,,
26,,,audio-keyboard-response,26,324075,0.0-16.0-9.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_13.mp3""]",exposure,,exp_noresponse,,,,,,
27,,,audio-keyboard-response,27,347428,0.0-16.0-10.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_27.mp3""]",exposure,,exp_noresponse,,,,,,
28,12349.0,1,audio-button-response,28,359783,0.0-16.0-11.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,attn_length_hard_1.mp3,exposure,True,attncheck,,,,,,
29,,,audio-keyboard-response,29,382786,0.0-16.0-12.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_3.mp3""]",exposure,,exp_noresponse,,,,,,
30,8389.0,1,audio-button-response,30,391251,0.0-16.0-13.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,attn_length_int_1.mp3,exposure,True,attncheck,,,,,,
31,,,audio-keyboard-response,31,414263,0.0-16.0-14.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_44.mp3""]",exposure,,exp_noresponse,,,,,,
32,,,audio-keyboard-response,32,437626,0.0-16.0-15.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_33.mp3""]",exposure,,exp_noresponse,,,,,,
33,,,audio-keyboard-response,33,460962,0.0-16.0-16.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_31.mp3""]",exposure,,exp_noresponse,,,,,,
34,10040.0,5,audio-slider-response,34,471272,0.0-16.0-17.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""grammatical_6.mp3""]",exposure,,exp_liking,4.0,,,,,
35,7579.0,1,audio-button-response,35,478935,0.0-16.0-18.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
36,8051.0,1,audio-button-response,36,486989,0.0-16.0-19.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,attn_length_int_1.mp3,exposure,True,attncheck,,,,,,
37,9789.0,1,audio-button-response,37,496785,0.0-16.0-20.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
38,8611.0,1,audio-button-response,38,505399,0.0-16.0-21.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
39,,,audio-keyboard-response,39,528408,0.0-16.0-22.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_27.mp3""]",exposure,,exp_noresponse,,,,,,
40,,,audio-keyboard-response,40,551571,0.0-16.0-23.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_37.mp3""]",exposure,,exp_noresponse,,,,,,
41,,,audio-keyboard-response,41,574728,0.0-16.0-24.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_6.mp3""]",exposure,,exp_noresponse,,,,,,
42,9771.0,1,audio-button-response,42,584504,0.0-16.0-25.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
43,,,audio-keyboard-response,43,607850,0.0-16.0-26.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_12.mp3""]",exposure,,exp_noresponse,,,,,,
44,9520.0,1,audio-button-response,44,617367,0.0-16.0-27.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
45,9251.0,1,audio-button-response,45,626619,0.0-16.0-28.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
46,,,audio-keyboard-response,46,649633,0.0-16.0-29.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_44.mp3""]",exposure,,exp_noresponse,,,,,,
47,,,audio-keyboard-response,47,672970,0.0-16.0-30.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_32.mp3""]",exposure,,exp_noresponse,,,,,,
48,,,audio-keyboard-response,48,695981,0.0-16.0-31.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_31.mp3""]",exposure,,exp_noresponse,,,,,,
49,8509.0,1,audio-button-response,49,704487,0.0-16.0-32.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,attn_length_easy_1.mp3,exposure,True,attncheck,,,,,,
50,,,audio-keyboard-response,50,727490,0.0-16.0-33.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_16.mp3""]",exposure,,exp_noresponse,,,,,,
51,,,audio-keyboard-response,51,750851,0.0-16.0-34.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_26.mp3""]",exposure,,exp_noresponse,,,,,,
52,,,audio-keyboard-response,52,774008,0.0-16.0-35.0,5,tonic G5,2024-05-31 10:18:57,ab8c78d7af27e364ce40308a28d3270a,209.35.84.96,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",WebKit,Chrome,125.0.0.0,Windows,10.0,https://app.prolific.com/,"en-US,en;q=0.9",7e9x0n,"[""exposure_4s_41.mp3""]",exposure,,exp_noresponse,,,,,,
